"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mien1",187.039303235267,0.12408227477052,0.0927379556936649,1.33798803135572,0.180900338382339,0.999902975451883
"Kcnk9",50.3272534418815,-0.209361523517977,0.156482870854014,-1.3379197504198,0.180922598106304,0.999902975451883
"Prkcz",161.63907822785,-0.142120499490786,0.106229353266319,-1.33786467789639,0.180940553342514,0.999902975451883
"Gpr101",48.2349174960269,0.267128589472203,0.199689490506324,1.33771982088233,0.180987787237206,0.999902975451883
"Peli2",21.0437831300113,0.326766077586344,0.244366525270452,1.33719656251893,0.181158483680543,0.999902975451883
"Znf512",131.078810261908,0.144423047513319,0.108120103230324,1.33576497985449,0.181626102819157,0.999902975451883
"Usf2",177.878965292086,-0.136247228334454,0.102043571965409,-1.33518678061015,0.181815222352669,0.999902975451883
"Stk3",15.0902078059228,-0.313653319966266,0.234933745725741,-1.33507137936847,0.181852985697982,0.999902975451883
"Ccdc40",25.1428035991547,0.274642000221068,0.205735640374632,1.33492670361325,0.181900336913737,0.999902975451883
"Il18",16.2174634557943,-0.401131042716621,0.300497153307045,-1.33489132360182,0.181911917899812,0.999902975451883
"Neil1",11.5567648487391,0.3769954187765,0.282664161372652,1.33372202880536,0.182294972541552,0.999902975451883
"Jun",53.5088274207631,-0.216006691961316,0.162045239098404,-1.33300239589355,0.182531017551456,0.999902975451883
"LOC121136864",11.615364862447,-0.370563047598073,0.277996716755188,-1.33297634563217,0.182539566481361,0.999902975451883
"Cdk5r1",269.710304257275,0.13026673223165,0.097767669057291,1.33241114867241,0.182725120606197,0.999902975451883
"LOC101826471",100.654291933638,0.183442241907783,0.137717461885092,1.33201875344496,0.182854026145102,0.999902975451883
"LOC101832879",61.4605113763756,-0.200754595961366,0.150745188632296,-1.33174795018537,0.182943026877258,0.999902975451883
"Ube2a",29.4031871913063,-0.245765480684719,0.184550716472845,-1.33169616126026,0.182960051201443,0.999902975451883
"LOC101842721",148.162971368189,-0.141937392015977,0.106597968295336,-1.33152061231346,0.183017767297956,0.999902975451883
"Dhx57",16.1341955253699,-0.310219058295912,0.232981447767865,-1.33151828726296,0.183018531806856,0.999902975451883
"Stxbp4",6.91395677976393,-0.552058524629133,0.414650036715612,-1.33138424152067,0.183062611910463,0.999902975451883
"Slc31a2",20.4067975840962,-0.290964447523423,0.218570740750759,-1.33121407981691,0.183118579854795,0.999902975451883
"Ndufaf4",44.4310955410905,0.25167439297855,0.189118418715872,1.33077674130017,0.18326248319061,0.999902975451883
"Aldh18a1",38.7715665067445,0.213796562945771,0.160679107917967,1.3305809679683,0.183326928249554,0.999902975451883
"Ptdss1",134.344740067781,0.140525032260912,0.105652954255258,1.33006249802919,0.183497680341293,0.999902975451883
"Dpp8",46.414504244689,-0.207031521824507,0.155663412324621,-1.32999475427638,0.183519999664622,0.999902975451883
"Plxdc1",12.1333972059101,0.416042046688594,0.312950926268382,1.3294162495362,0.183710679742294,0.999902975451883
"Grwd1",36.515690577679,0.197700874949933,0.148719705889783,1.32935224533358,0.183731785083708,0.999902975451883
"LOC101840906",12.3458925886741,-0.389097977001999,0.292715863628723,-1.32926850010263,0.183759402727581,0.999902975451883
"Cpt2",32.730982897127,-0.220860979594362,0.166185236265261,-1.32900481750273,0.183846380502683,0.999902975451883
"Rab3a",1315.93073932062,0.0779555847278867,0.0587000998502163,1.32803155236199,0.184167683609937,0.999902975451883
"Pmepa1",83.8422664436338,-0.196418594415326,0.147951930867819,-1.32758385283128,0.184315621766182,0.999902975451883
"Fam81a",29.924077318517,0.278863331597277,0.210091450530786,1.32734259720108,0.184395378918339,0.999902975451883
"LOC101824914",20.7054772905641,0.306340003303139,0.230830696982338,1.32711986450649,0.184469035216379,0.999902975451883
"Ints7",24.1252755811199,0.292716733707577,0.220569972535778,1.32709239767483,0.184478119832629,0.999902975451883
"Trappc10",92.2323523683985,0.151286026861044,0.114022740793787,1.32680573899419,0.184572951554952,0.999902975451883
"Agt",824.801952242183,-0.079965188570284,0.0602691772088054,-1.32680073420018,0.184574607549043,0.999902975451883
"Rpl27",39.5456693738134,-0.213496690757725,0.161009108862516,-1.32599138189149,0.184842552010477,0.999902975451883
"Ate1",94.4404133373154,0.173533280616237,0.130884862929857,1.32584683004356,0.184890437674152,0.999902975451883
"Tnk2",143.055827162546,-0.166292073486437,0.125432148826688,-1.32575320635068,0.184921457274811,0.999902975451883
"Slc38a2",109.971373291104,-0.181544212099606,0.136940994301906,-1.32571121617071,0.184935370801085,0.999902975451883
"Matr3",555.315238012514,0.115263926961182,0.0869491839796939,1.32564702376161,0.184956642575483,0.999902975451883
"Tmem243",12.3252655451713,-0.372704474039524,0.281332435650029,-1.32478316330066,0.185243080659465,0.999902975451883
"LOC121132778",12.5742746162598,0.368885507267327,0.278524035324058,1.32442970976682,0.185360373014152,0.999902975451883
"Hcfc1r1",244.917550407967,0.129041986103516,0.0974335991155008,1.32440951863583,0.185367075030568,0.999902975451883
"Arl10",100.714709755859,0.136516591193419,0.103109899981056,1.32399111257504,0.185505996362168,0.999902975451883
"Cpt1c",44.2606974369754,0.222487223788311,0.168105425757149,1.32349817256775,0.185669763609005,0.999902975451883
"Phf1",6.05749210323766,0.591582785624195,0.447036167527413,1.32334434794455,0.185720889951606,0.999902975451883
"Fan1",18.9985778717212,0.321181346743243,0.242714493853003,1.32328869876952,0.185739388506038,0.999902975451883
"Ush1c",17.0025936192354,0.350572812477058,0.265049195255212,1.32267072963378,0.185944901551038,0.999902975451883
"Vac14",19.2261329664183,-0.318656275685066,0.240978639878239,-1.32234241112024,0.186054156163394,0.999902975451883
"Slc7a10",86.2539723128907,0.177375032703516,0.134145756048164,1.32225601412116,0.186082914393362,0.999902975451883
"LOC121137444",16.7901040287687,-0.340772759824226,0.257738470633276,-1.32216490222407,0.186113245590439,0.999902975451883
"Fubp3",32.3610937852582,-0.248885880804133,0.188263296033328,-1.32200957939285,0.186164961064671,0.999902975451883
"Epdr1",76.7743035470676,0.161017574827161,0.121806234030639,1.32191571399095,0.186196219144256,0.999902975451883
"Tmem134",22.2711179400237,0.332470488503476,0.251608516779015,1.32138010572782,0.186374656055254,0.999902975451883
"Prdm15",7.11396581224882,0.51930929004991,0.393008282663615,1.3213698361019,0.186378078596534,0.999902975451883
"Capn12",5.01580838111509,0.620078307112924,0.469272145897235,1.32136184202314,0.186380742802114,0.999902975451883
"Per1",12.6926869163568,0.41591756789158,0.314798700734373,1.32121754925072,0.186428836434978,0.999902975451883
"Mob2",76.5756536414815,0.174187759720143,0.131879066758459,1.32081431876655,0.186563284154753,0.999902975451883
"Acbd6",56.8011504622658,0.177731260178997,0.134579501890306,1.32064138804633,0.186620965780032,0.999902975451883
"Arhgap42",6.33157683940564,0.513586614594168,0.388895917834153,1.32062742508187,0.18662562374876,0.999902975451883
"Hnrnpl",206.577389873107,-0.120107484350902,0.0909490925263827,-1.32060123982063,0.18663435924056,0.999902975451883
"Zfc3h1",50.2270974181766,-0.164654331123042,0.12470040053691,-1.32039937653854,0.186701711655824,0.999902975451883
"Tspan14",54.3527427018464,-0.242746462082282,0.183854909659731,-1.32031536460758,0.186729747831888,0.999902975451883
"Cabcoco1",9.15907835776626,0.40626011255372,0.307878133380718,1.31954844630471,0.18698582499784,0.999902975451883
"Echs1",138.491939421568,-0.129581531401976,0.0982465921197476,-1.31894174246813,0.187188589579087,0.999902975451883
"Rnf169",16.8046965740951,-0.309880747812873,0.235004232053195,-1.31861773341482,0.187296942112528,0.999902975451883
"Als2",43.1589357273284,-0.22643573313525,0.17173576874714,-1.31851235643664,0.187332191422286,0.999902975451883
"Ikzf2",10.6461238659972,-0.434590073867775,0.329627685831656,-1.31842709986965,0.187360713903215,0.999902975451883
"Dlg4",27.732416991339,-0.246647799959407,0.187086093083174,-1.31836522904861,0.187381414718892,0.999902975451883
"Ccdc115",145.77352525528,-0.144745038882095,0.109794168892093,-1.31833083981312,0.187392921441867,0.999902975451883
"Asph",125.95735897495,0.118480803828731,0.0898829064757718,1.31816836453401,0.187447293125832,0.999902975451883
