"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Tmem100",45.0274089486884,0.0926415766224726,0.133045364833775,0.696315702078142,0.486231141804189,0.995283016241646
"Ak5",98.9356391012473,-0.0776577249695601,0.111562491716522,-0.696091704072786,0.486371401545022,0.995283016241646
"Asb13",26.4642270532522,0.129779225906205,0.186575491921888,0.69558560221049,0.486688385413392,0.995283016241646
"Sox3",10.5549078248294,0.212518120467852,0.305529138161371,0.695573985992809,0.486695662242608,0.995283016241646
"Fam222b",48.4994293388422,-0.125172750823865,0.179970711897646,-0.695517340038381,0.486731148210018,0.995283016241646
"LOC121135127",6.62817017915096,-0.420800557486167,0.60528377233174,-0.695212025700132,0.48692243704051,0.995283016241646
"Dnai4",15.6721136381677,-0.198475736555924,0.28555991377017,-0.695040609641257,0.48702985227736,0.995283016241646
"Bloc1s6",20.255946229201,-0.135331821103196,0.194795376522252,-0.694738363503903,0.487219281347782,0.995283016241646
"Morc2",56.6904372502498,0.0871358333077828,0.125423741116558,0.694731575793187,0.487223535919221,0.995283016241646
"Tspyl5",183.603753658741,0.0576094420538447,0.0829704282677511,0.69433704581993,0.487470863774254,0.995283016241646
"Sp4",42.6800076548481,-0.106283993877947,0.153124219480301,-0.694103089887882,0.487617560984452,0.995283016241646
"Ogfod3",8.1264054238931,0.218930050240722,0.315538491318626,0.69382993284217,0.487788868585162,0.995283016241646
"Cntnap5",55.0468913688161,-0.112833304669578,0.162631187633458,-0.693798688378792,0.487808465295007,0.995283016241646
"Rac1",998.652487547969,0.0299453282803196,0.0431655122617005,0.693732721130921,0.487849841733289,0.995283016241646
"Iqcc",29.9763965797553,-0.131423191513878,0.189452148660032,-0.693701245635984,0.487869584680521,0.995283016241646
"Yod1",30.3232031526017,-0.130118679907666,0.187628847070414,-0.69348973752866,0.488002263938788,0.995283016241646
"LOC121142882",3569.41312034554,0.0525505518023665,0.0757898963455349,0.693371469500135,0.488076462081792,0.995283016241646
"Taf6",49.0783318611463,0.0981940888533391,0.141807808541276,0.692444865084831,0.488657999026054,0.995283016241646
"Nkx2-4",6.26864263586957,-0.346343157896423,0.500201613770317,-0.692407118173468,0.48868169690207,0.995283016241646
"Nadk",60.0437588670117,-0.0951678673565216,0.137465024706858,-0.692306043369693,0.488745155691116,0.995283016241646
"G6pd",39.5870279064159,0.121222241579585,0.175116941375954,0.692235946031836,0.488789168200564,0.995283016241646
"Wdr44",26.3861166340918,0.13728259278767,0.198330018400883,0.69219270937686,0.488816316568722,0.995283016241646
"Galnt16",194.108994103735,0.0604338771683549,0.0873137148380451,0.692146443207135,0.488845368074172,0.995283016241646
"Tpm4",135.821973626171,0.0665184772386888,0.0961245380743421,0.692003088610359,0.488935389361184,0.995283016241646
"Kcnj10",26.0778879663067,-0.131184982136413,0.189606118304407,-0.691881587522397,0.489011694460201,0.995283016241646
"Zup1",23.6655549229997,0.158064713145599,0.228482527667141,0.691802190563438,0.489061560794651,0.995283016241646
"Tpi1",1458.01411680284,0.0390932444387111,0.0565129553861021,0.691757211627355,0.489089811639492,0.995283016241646
"Mrpl23",235.14483254991,-0.0538137871076451,0.077798563809622,-0.691706690618748,0.48912154445589,0.995283016241646
"Ano4",23.6207845318484,0.138314385689419,0.200014353277886,0.69152230038839,0.489237371452629,0.995283016241646
"Frrs1l",164.867355497295,0.0711407324937164,0.102880262443555,0.691490581419808,0.489257297602806,0.995283016241646
"LOC101829240",50.346317163754,-0.113510542474035,0.164176670196744,-0.691392646336459,0.489318824088194,0.995283016241646
"LOC101826908",8.48015533173299,-0.200077264781127,0.289453956403701,-0.691223112881137,0.48942534119914,0.995283016241646
"Prpf39",60.9585575610108,-0.0871786435674423,0.126154903313063,-0.691044432502968,0.489537618792132,0.995283016241646
"Gpatch1",26.1540899511201,-0.143491558934688,0.207690909692588,-0.690889934215592,0.489634712234087,0.995283016241646
"Osbpl5",22.8014298183639,0.144257238437316,0.208804925397809,0.690870860265777,0.489646699852351,0.995283016241646
"LOC101834571",14.7220035044305,-0.158381969706251,0.229273294681527,-0.690799902911731,0.48969129660003,0.995283016241646
"Ptprs",353.742133914536,0.0692437890667332,0.100256949507448,0.690663234887165,0.489777198711018,0.995283016241646
"Cks2",9.52217722369669,0.236485945830187,0.342407391198764,0.690656661943696,0.489781330311319,0.995283016241646
"Tppp3",560.090775401997,-0.0513440756008814,0.0743435912515604,-0.690632167971892,0.48979672682088,0.995283016241646
"Ndufa9",313.477139917868,0.062663274496065,0.0907434636175354,0.690554140187744,0.48984577554458,0.995283016241646
"Vps37a",26.7135743404508,-0.130341536681799,0.18876866483978,-0.690482908232827,0.489890554677768,0.995283016241646
"Arhgef28",23.6704685704697,-0.146588131881875,0.212317664287974,-0.69041891720819,0.489930783763082,0.995283016241646
"Znhit1",76.0682515793268,-0.0834039346573161,0.120822145136086,-0.690303375787407,0.490003425415199,0.995283016241646
"LOC106022296",35.6875975696419,0.133458248267118,0.19339231300772,0.690090760028246,0.490137113483679,0.995283016241646
"Lrrc51",28.2016800720392,-0.312070907494763,0.452269458527836,-0.690011013590377,0.490187261331992,0.995283016241646
"Znf652",49.0577184983608,-0.0858986572421684,0.124517626042468,-0.689851388693129,0.490287648338967,0.995283016241646
"Ncoa7",300.179727338952,-0.0733704951237679,0.1063585229405,-0.689841237874407,0.490294032493358,0.995283016241646
"Znf407",19.548359079866,-0.157733867458318,0.228654474447864,-0.68983503532656,0.490297933483762,0.995283016241646
"Clk4",59.3144837029315,0.0873196071878159,0.126584479794597,0.689812900677126,0.49031185484336,0.995283016241646
"Tsen34",381.612800768214,0.0434615363872301,0.0630068381366813,0.689790785770723,0.49032576399806,0.995283016241646
"Cd151",72.4813352692458,0.0822913486856008,0.119304826655822,0.689757078504459,0.49034696456744,0.995283016241646
"Tspan18",13.2698907746804,-0.19734801364797,0.286173102053337,-0.689610631579162,0.490439079753387,0.995283016241646
"Fbxl17",146.338843351769,-0.0600207860034148,0.0870423467695981,-0.689558453223813,0.490471902211746,0.995283016241646
"Efs",76.7483355370639,-0.0950418454035882,0.13784481663516,-0.689484361643716,0.490518511072058,0.995283016241646
"Gpr45",36.6581658878582,-0.112295406242955,0.162905358870567,-0.689329111218352,0.490616182325556,0.995283016241646
"Ythdc2",27.2805527975476,-0.133074199612319,0.193055558971749,-0.689305194427436,0.490631229802613,0.995283016241646
"Snrnp48",22.6002048884324,0.138536508302582,0.201095174680217,0.688910156710045,0.490879807434097,0.995283016241646
"Cd320",17.4261024139293,-0.149309101311826,0.216747130999441,-0.688863103393102,0.490909420261172,0.995283016241646
"LOC121134121",3.45827055751149,-0.511101652562804,0.742393749242423,-0.68845091042908,0.491168873374646,0.995283016241646
"Polr3c",54.9586632800101,-0.0994435025608948,0.14445609794082,-0.688399479000424,0.491201251837046,0.995283016241646
"Fem1b",194.908016774353,-0.0539631634282661,0.0784116157313748,-0.688203691824627,0.49132451940498,0.995283016241646
"Tbc1d25",29.520374186881,0.110860328307747,0.161088939309372,0.688193297336442,0.491331064237086,0.995283016241646
"Arhgef9",202.354747342354,0.0546831067994007,0.0794605564190226,0.688179258537256,0.491339903763814,0.995283016241646
"Map7d2",575.515071945085,-0.0478851385624817,0.0696038745959528,-0.687966565661073,0.491473836232716,0.995283016241646
"Slc7a3",27.5283097658267,-0.118898905679791,0.172826960563977,-0.687965033301485,0.491474801228968,0.995283016241646
"Ap4b1",14.6504568741617,0.191115341713407,0.277802320589585,0.687954446556818,0.491481468209483,0.995283016241646
"Wdr83os",28.4423476072865,-0.121692170845101,0.176892887027966,-0.687942703009095,0.49148886374113,0.995283016241646
"Gatc",70.6489876610315,-0.0803383038659905,0.116785139462,-0.687915467978966,0.491506015306611,0.995283016241646
"LOC121140792",180.234611603863,-0.0633827524356848,0.0921717192498533,-0.687659435578834,0.491667270289363,0.995283016241646
"Adam9",56.0782771473693,-0.109797351830382,0.159684208062218,-0.687590546133411,0.491710663264405,0.995283016241646
"Rps13",868.913460376299,-0.0400122614608372,0.0582022872341779,-0.687468884166823,0.491787302298145,0.995283016241646
"Lgr4",30.0745560251525,0.116323475088506,0.16921378487726,0.687434981570103,0.491808659845391,0.995283016241646
"Arid4a",245.794563938841,-0.0945587497112273,0.137560851030168,-0.687395788867939,0.491833350609515,0.995283016241646
"Slc30a4",29.891748753506,-0.128176854456516,0.186518430426793,-0.687207447345666,0.491952011980194,0.995283016241646
"Elac2",68.0435775545632,-0.0950500837058639,0.138335360178674,-0.687098971536252,0.492020362288502,0.995283016241646
"Dnlz",55.9847814318445,-0.0880993212145133,0.128237204763746,-0.687002819320806,0.492080951793548,0.995283016241646
"Lonp1",146.308731776051,0.0616258484133332,0.0897339878921328,0.686761503204474,0.492233032729782,0.995283016241646
"LOC101842259",37.8224391776757,-0.119771392337362,0.174451792636681,-0.686558679203726,0.492360874869279,0.995283016241646
"Eef2k",57.6850731710067,0.096998490281082,0.141295380992832,0.686494417577618,0.492401383374396,0.995283016241646
"Gemin2",19.8443801761538,0.171057459300251,0.249239429252358,0.686317810201103,0.49251272030638,0.995283016241646
"Piezo2",7.16892994817868,-0.264589170628713,0.385652206263466,-0.686082346558531,0.492661182433561,0.995283016241646
"Pcdh7",144.164774886402,0.0613259656458959,0.0893858139189752,0.686081638205874,0.492661629093022,0.995283016241646
"Ccnq",26.5939057362906,0.128371376397043,0.187138683554328,0.68596921790238,0.492732519687115,0.995283016241646
"Ireb2",48.7261322457642,0.109350841774134,0.159448601057743,0.68580621622722,0.492835315862136,0.995283016241646
"Mettl14",42.4582879169591,-0.0944697104381012,0.137756142895612,-0.685774938615174,0.492855042242818,0.995283016241646
"Trpm3",146.416045242166,0.0725148729884179,0.105760024510337,0.685654842878087,0.492930788984177,0.995283016241646
"Tmem258",134.738421351337,-0.0814625067728738,0.1188270266407,-0.685555374697656,0.492993530242762,0.995283016241646
"LOC110340393",13.6802561299034,0.270234249886404,0.394242920621026,0.685451115928021,0.493059297840127,0.995283016241646
"Maip1",39.0043778238528,-0.113195486324294,0.165143015294722,-0.685439139658916,0.493066852905533,0.995283016241646
"Sptb",81.9309227787528,-0.0832333602799617,0.121449367910519,-0.685333828507744,0.493133289673883,0.995283016241646
"LOC106021570",15.0615233038157,-0.168992408750784,0.246643889989198,-0.685167626727691,0.493238149761171,0.995283016241646
"Zfhx2",27.2888317126286,-0.14346613470394,0.209410527913321,-0.685095138881096,0.49328388755964,0.995283016241646
"Ccdc71",49.4610270995558,-0.0919645997798261,0.134236932744107,-0.685091635363393,0.49328609823861,0.995283016241646
"Tmem220",17.2277195949824,0.175018569436018,0.255480958624572,0.685055240039266,0.493309063579192,0.995283016241646
"Zbtb25",4.52141482811098,0.340703381515044,0.497390373554817,0.684981856564812,0.493355370073082,0.995283016241646
"Med7",26.0231378000964,-0.117172421622122,0.171066385196792,-0.68495292916448,0.493373624502109,0.995283016241646
"Kiaa1143",20.3970680326286,-0.154128901871825,0.22503455582317,-0.684912151860523,0.493399357342333,0.995283016241646
"Nutf2",151.424874711087,-0.0828976966408899,0.121048862956894,-0.684828379349669,0.493452224902835,0.995283016241646
"Bag2",63.3203281394802,-0.082202681681151,0.120084925218729,-0.684537892923883,0.493635569970905,0.995283016241646
"Mak",8.60086815077697,-0.311575002101405,0.455310775615088,-0.684312822775811,0.49377765159838,0.995283016241646
"LOC101826430",222.930532830097,0.0618435951647574,0.0903997501084702,0.684112457064888,0.493904156294322,0.995283016241646
"Tmsb10",1052.78059149875,-0.042168287436547,0.0616548738376747,-0.68394086001324,0.494012511136515,0.995283016241646
"Rprm",74.2503206871173,0.0789111633702371,0.115383934141435,0.683900787032534,0.494037817024877,0.995283016241646
"Smim13",68.1713097968269,0.0752945039410975,0.11011608451666,0.683773894355148,0.494117953695672,0.995283016241646
"Cert1",65.5611025805237,0.0827218422487186,0.121012398456407,0.683581544568079,0.494239441824962,0.995283016241646
"Csnk1g2",208.678104909913,0.0497299041941168,0.0727739043733955,0.683348030070748,0.494386951055043,0.995283016241646
"Echdc2",35.945149523983,-0.135420522934347,0.198173141227911,-0.683344483996471,0.494389191263108,0.995283016241646
"Cep19",27.3641200921484,0.109745909130871,0.160647620406,0.683146808234776,0.494514080153011,0.995283016241646
"Rin3",14.8121611848389,0.159189968975068,0.233088593467626,0.682959069797544,0.494632706390711,0.995283016241646
"Btf3",150.158982024844,-0.0594093461185007,0.0869889654027472,-0.682952669266077,0.494636750961015,0.995283016241646
"Phf13",20.087954758913,0.144567303568615,0.211753037127693,0.682716552874929,0.494785968011311,0.995283016241646
"LOC101833754",40.363926803658,-0.112846020160973,0.165292335601747,-0.682705702899998,0.494792825382603,0.995283016241646
"Prdx5",398.278654214781,-0.0629593865932244,0.0922398862904218,-0.682561407274437,0.494884027536314,0.995283016241646
"Mlh1",9.74752574967255,-0.261677386384827,0.383440897830974,-0.68244516394852,0.494957505747144,0.995283016241646
